return_id,order_id,customer_id,subproduct_id,return_date,reason,status,refund_amount,processed_by,resolution_date
596,5983,1145,414,2025-12-04,Ukuran tidak sesuai,Approved,750000,43,2025-12-17
597,1223,1026,19,2024-05-02,Diterima dalam kondisi tidak baik,Refund Processed,150000,44,2024-05-03
598,3543,560,391,2025-11-13,Pesanan salah kirim,Rejected,750000,20,2025-11-17
599,1470,1853,343,2024-03-26,Salah order,Rejected,100000,60,2024-04-03
600,7198,2372,275,2023-05-06,Keterlambatan pengiriman,Exchange Sent,150000,76,2023-05-11
601,512,2005,303,2024-03-29,Keterlambatan pengiriman,Pending Review,300000,37,2024-03-30
602,3412,1451,146,2024-07-15,Diterima dalam kondisi tidak baik,Approved,50000,54,2024-07-28
603,584,1291,5,2023-11-09,Produk rusak / cacat,Refund Processed,1000000,67,2023-11-12
604,2559,941,514,2023-02-23,Salah order,Refund Processed,250000,77,2023-03-03
605,8607,1363,3,2026-07-15,Warna tidak sesuai deskripsi,Exchange Sent,200000,39,2026-07-27
606,1616,848,395,2025-03-24,Salah order,Refund Processed,1000000,44,2025-03-27
607,832,606,194,2023-12-10,Produk rusak / cacat,Approved,1500000,42,2023-12-23
608,6747,1929,409,2025-02-28,Pesanan salah kirim,Approved,50000,14,2025-03-05
609,2990,684,285,2026-06-07,Salah order,Approved,250000,50,2026-06-15
610,7023,291,491,2026-07-12,Produk rusak / cacat,Rejected,100000,46,2026-07-24
611,1703,534,68,2025-08-23,Keterlambatan pengiriman,Pending Review,250000,61,2025-08-29
612,1431,746,139,2024-11-12,Produk tidak berfungsi,Refund Processed,500000,70,2024-11-14
613,713,522,236,2023-05-05,Produk tidak berfungsi,Rejected,250000,10,2023-05-18
614,3539,2430,220,2024-11-05,Diterima dalam kondisi tidak baik,Refund Processed,75000,10,2024-11-15
615,2495,79,4,2023-06-05,Produk rusak / cacat,Approved,100000,72,2023-06-09
616,2228,2357,120,2024-10-17,Salah order,Approved,50000,62,2024-10-23
617,9564,1841,335,2023-07-13,Produk tidak berfungsi,Refund Processed,150000,29,2023-07-26
618,4948,696,382,2023-05-13,Pesanan salah kirim,Exchange Sent,250000,37,2023-05-24
619,5977,132,92,2023-02-23,Ukuran tidak sesuai,Refund Processed,400000,71,2023-02-28
620,8358,238,387,2025-07-26,Ukuran tidak sesuai,Rejected,150000,32,2025-08-09
621,6895,2054,494,2025-05-20,Diterima dalam kondisi tidak baik,Pending Review,400000,70,2025-06-01
622,4313,456,390,2026-01-19,Produk rusak / cacat,Approved,200000,74,2026-01-25
623,4648,735,544,2024-05-23,Ukuran tidak sesuai,Approved,300000,70,2024-05-31
624,6734,1004,291,2024-06-05,Ukuran tidak sesuai,Refund Processed,75000,40,2024-06-13
625,3016,2061,44,2023-09-17,Produk tidak berfungsi,Pending Review,300000,70,2023-09-27
626,8742,749,401,2026-06-23,Tidak sesuai ekspektasi,Exchange Sent,1000000,23,2026-07-03
627,8670,720,255,2023-06-16,Keterlambatan pengiriman,Refund Processed,300000,30,2023-06-22
628,9007,1672,552,2024-11-02,Diterima dalam kondisi tidak baik,Rejected,750000,58,2024-11-04
629,1502,1234,23,2024-02-18,Warna tidak sesuai deskripsi,Refund Processed,750000,6,2024-03-02
630,39,351,345,2026-07-10,Salah order,Rejected,300000,43,2026-07-22
631,9509,1044,509,2025-08-07,Tidak sesuai ekspektasi,Pending Review,50000,47,2025-08-15
632,9895,417,238,2023-02-06,Warna tidak sesuai deskripsi,Approved,75000,40,2023-02-09
633,8516,1623,386,2023-05-21,Customer tidak jadi beli,Refund Processed,300000,17,2023-05-28
634,9779,573,61,2025-11-20,Warna tidak sesuai deskripsi,Refund Processed,1500000,18,2025-12-01
635,9841,1593,148,2026-05-21,Ukuran tidak sesuai,Rejected,200000,75,2026-06-02
636,1657,1259,268,2023-07-30,Pesanan salah kirim,Pending Review,750000,41,2023-08-04
637,7440,1044,340,2024-02-14,Warna tidak sesuai deskripsi,Pending Review,75000,11,2024-02-26
638,4036,755,365,2025-04-30,Tidak sesuai ekspektasi,Approved,750000,60,2025-05-12
639,9032,1950,359,2023-05-18,Produk rusak / cacat,Pending Review,300000,21,2023-05-30
640,7855,1764,74,2024-02-08,Tidak sesuai ekspektasi,Refund Processed,100000,39,2024-02-19
641,483,422,480,2026-08-13,Produk tidak berfungsi,Rejected,750000,52,2026-08-21
642,6090,22,4,2023-08-21,Produk rusak / cacat,Exchange Sent,150000,19,2023-09-04
643,4854,2376,268,2024-03-20,Tidak sesuai ekspektasi,Approved,400000,25,2024-04-02
644,7626,922,446,2024-03-05,Customer tidak jadi beli,Refund Processed,50000,76,2024-03-19
645,6120,1450,414,2025-02-13,Warna tidak sesuai deskripsi,Approved,1500000,50,2025-02-25
646,4657,608,413,2024-10-25,Produk tidak berfungsi,Refund Processed,100000,57,2024-10-31
647,8823,6,293,2026-04-09,Warna tidak sesuai deskripsi,Pending Review,50000,52,2026-04-23
648,9219,2056,162,2026-06-18,Ukuran tidak sesuai,Rejected,750000,3,2026-06-30
649,9610,114,411,2025-06-25,Warna tidak sesuai deskripsi,Rejected,75000,51,2025-07-02
650,5549,892,4,2023-04-03,Diterima dalam kondisi tidak baik,Pending Review,500000,12,2023-04-05
651,2772,2133,96,2026-08-02,Produk tidak berfungsi,Refund Processed,1000000,46,2026-08-11
652,651,651,515,2023-05-21,Keterlambatan pengiriman,Refund Processed,75000,43,2023-06-01
653,6143,1550,118,2024-12-18,Ukuran tidak sesuai,Exchange Sent,200000,4,2024-12-29
654,859,1883,208,2026-03-09,Customer tidak jadi beli,Refund Processed,75000,39,2026-03-20
655,9600,2144,278,2025-04-16,Customer tidak jadi beli,Approved,1000000,43,2025-04-17
656,1587,1314,241,2025-02-28,Tidak sesuai ekspektasi,Pending Review,50000,46,2025-03-06
657,8042,2229,533,2023-07-03,Pesanan salah kirim,Refund Processed,1500000,11,2023-07-14
658,6103,553,467,2026-08-19,Salah order,Approved,50000,68,2026-08-28
659,6904,853,343,2024-06-03,Produk tidak berfungsi,Pending Review,250000,42,2024-06-16
660,2904,182,306,2023-06-15,Pesanan salah kirim,Approved,1000000,29,2023-06-16
661,1716,1889,75,2026-03-24,Ukuran tidak sesuai,Approved,75000,60,2026-03-26
662,1194,2252,507,2023-05-22,Ukuran tidak sesuai,Rejected,1500000,2,2023-06-01
663,3794,820,50,2025-11-16,Ukuran tidak sesuai,Approved,750000,39,2025-11-21
664,9402,2191,104,2026-08-26,Keterlambatan pengiriman,Pending Review,50000,35,2026-08-31
665,6287,882,442,2026-06-24,Pesanan salah kirim,Approved,250000,16,2026-07-06
666,2225,1153,31,2026-01-21,Warna tidak sesuai deskripsi,Exchange Sent,500000,21,2026-01-27
667,8299,1682,200,2024-07-17,Produk tidak berfungsi,Pending Review,400000,35,2024-07-31
668,1630,2361,88,2024-04-17,Ukuran tidak sesuai,Approved,75000,62,2024-04-26
669,7998,1028,257,2025-11-22,Keterlambatan pengiriman,Approved,250000,33,2025-11-23
670,8613,2272,548,2024-05-26,Customer tidak jadi beli,Approved,400000,68,2024-05-29
671,3797,489,315,2023-02-19,Salah order,Refund Processed,100000,40,2023-03-01
672,8606,425,399,2025-05-23,Keterlambatan pengiriman,Approved,400000,36,2025-06-04
673,8152,541,508,2025-07-03,Tidak sesuai ekspektasi,Refund Processed,400000,39,2025-07-15
674,5493,876,430,2024-01-02,Diterima dalam kondisi tidak baik,Refund Processed,500000,1,2024-01-10
675,6820,2402,95,2026-05-17,Salah order,Pending Review,250000,41,2026-05-31
676,4382,2355,21,2025-03-23,Produk rusak / cacat,Pending Review,150000,37,2025-03-28
677,5536,811,466,2023-12-28,Warna tidak sesuai deskripsi,Pending Review,100000,1,2024-01-01
678,2892,749,200,2024-04-08,Tidak sesuai ekspektasi,Approved,750000,2,2024-04-14
679,3855,1412,67,2025-10-05,Diterima dalam kondisi tidak baik,Rejected,150000,65,2025-10-15
680,1674,1832,484,2024-07-04,Salah order,Refund Processed,1000000,41,2024-07-11
681,865,1129,530,2026-04-26,Salah order,Pending Review,1500000,34,2026-05-09
682,8451,341,140,2024-10-18,Pesanan salah kirim,Pending Review,75000,36,2024-10-26
683,2355,209,456,2025-07-28,Customer tidak jadi beli,Approved,50000,65,2025-07-31
684,664,1902,321,2024-11-01,Customer tidak jadi beli,Refund Processed,150000,19,2024-11-14
685,2299,1833,272,2024-05-03,Produk tidak berfungsi,Exchange Sent,250000,72,2024-05-15
686,2412,1605,294,2025-10-02,Keterlambatan pengiriman,Refund Processed,100000,60,2025-10-12
687,2741,1152,153,2023-07-31,Produk rusak / cacat,Rejected,100000,73,2023-08-09
688,6544,385,259,2026-05-22,Produk tidak berfungsi,Approved,50000,63,2026-05-30
689,2930,878,9,2023-04-27,Salah order,Refund Processed,250000,76,2023-04-30
690,9145,2467,172,2024-12-18,Pesanan salah kirim,Refund Processed,100000,53,2024-12-26
691,4081,1354,25,2023-03-04,Salah order,Exchange Sent,1000000,45,2023-03-11
692,8334,1326,8,2025-08-29,Keterlambatan pengiriman,Approved,400000,1,2025-09-03
693,2993,2056,383,2024-09-28,Produk rusak / cacat,Pending Review,400000,75,2024-09-30
694,7962,1040,426,2023-09-08,Pesanan salah kirim,Refund Processed,1000000,14,2023-09-22
695,86,2313,15,2026-07-01,Pesanan salah kirim,Exchange Sent,750000,14,2026-07-02
696,7711,2159,435,2026-08-19,Warna tidak sesuai deskripsi,Exchange Sent,50000,75,2026-08-23
697,2553,151,104,2026-08-20,Salah order,Approved,300000,59,2026-08-29
698,4534,246,61,2026-04-13,Tidak sesuai ekspektasi,Exchange Sent,200000,68,2026-04-24
699,5738,1077,151,2025-03-09,Customer tidak jadi beli,Refund Processed,1500000,13,2025-03-15
700,8273,1127,250,2023-08-25,Pesanan salah kirim,Exchange Sent,750000,74,2023-09-04
701,7189,1068,465,2024-09-08,Pesanan salah kirim,Refund Processed,50000,26,2024-09-13
702,3684,2193,46,2024-03-20,Ukuran tidak sesuai,Approved,300000,65,2024-04-02
703,1096,1587,215,2026-01-17,Keterlambatan pengiriman,Pending Review,750000,9,2026-01-28
704,6994,1948,351,2026-01-20,Diterima dalam kondisi tidak baik,Approved,1000000,45,2026-02-01
705,7740,503,206,2025-04-08,Diterima dalam kondisi tidak baik,Refund Processed,300000,22,2025-04-11
706,6494,2499,7,2024-11-26,Warna tidak sesuai deskripsi,Refund Processed,500000,35,2024-12-07
707,5220,1330,51,2023-10-23,Diterima dalam kondisi tidak baik,Approved,75000,67,2023-11-01
708,775,1185,55,2026-03-11,Keterlambatan pengiriman,Approved,150000,45,2026-03-12
709,7035,783,311,2023-08-09,Produk rusak / cacat,Pending Review,250000,19,2023-08-10
710,6823,915,24,2024-10-06,Keterlambatan pengiriman,Approved,500000,32,2024-10-20
711,1446,2259,264,2025-02-13,Ukuran tidak sesuai,Rejected,750000,44,2025-02-27
712,5363,1441,284,2025-12-28,Ukuran tidak sesuai,Approved,50000,77,2026-01-08
713,7265,2467,273,2026-04-01,Tidak sesuai ekspektasi,Rejected,300000,32,2026-04-04
714,7600,215,7,2024-08-15,Warna tidak sesuai deskripsi,Pending Review,1000000,62,2024-08-18
715,238,312,231,2024-02-08,Pesanan salah kirim,Approved,200000,12,2024-02-10
716,1830,1712,116,2024-05-04,Diterima dalam kondisi tidak baik,Approved,500000,52,2024-05-08
717,623,726,434,2023-11-05,Produk tidak berfungsi,Exchange Sent,400000,67,2023-11-17
718,5779,1517,206,2025-04-22,Produk rusak / cacat,Refund Processed,200000,76,2025-05-01
719,5249,394,123,2025-04-02,Produk tidak berfungsi,Rejected,750000,3,2025-04-05
720,3905,609,339,2024-02-13,Ukuran tidak sesuai,Refund Processed,200000,52,2024-02-16
721,8983,1515,26,2026-08-07,Pesanan salah kirim,Approved,100000,59,2026-08-21
722,9210,1849,408,2023-04-09,Tidak sesuai ekspektasi,Refund Processed,75000,73,2023-04-21
723,7801,2325,80,2025-01-18,Salah order,Exchange Sent,750000,34,2025-01-28
724,9644,2298,121,2024-01-16,Produk rusak / cacat,Approved,150000,52,2024-01-18
725,3827,1911,55,2025-01-22,Keterlambatan pengiriman,Approved,1500000,75,2025-02-03
726,536,943,260,2024-02-27,Keterlambatan pengiriman,Refund Processed,300000,62,2024-03-10
727,3026,966,246,2024-10-21,Keterlambatan pengiriman,Exchange Sent,1500000,70,2024-10-30
728,2076,547,338,2024-09-10,Salah order,Approved,75000,38,2024-09-11
729,7353,1733,302,2024-10-30,Salah order,Refund Processed,300000,13,2024-11-07
730,3316,2393,386,2023-04-27,Produk tidak berfungsi,Pending Review,1500000,31,2023-05-02
731,7683,681,380,2025-05-30,Keterlambatan pengiriman,Rejected,400000,67,2025-06-12
732,7022,2045,487,2026-07-23,Diterima dalam kondisi tidak baik,Pending Review,1000000,76,2026-07-26
733,234,1765,503,2025-08-07,Customer tidak jadi beli,Approved,50000,43,2025-08-19
734,5705,1456,240,2026-02-12,Customer tidak jadi beli,Approved,500000,18,2026-02-21
735,2049,994,253,2025-12-09,Warna tidak sesuai deskripsi,Rejected,200000,26,2025-12-13
736,4411,18,459,2025-03-05,Ukuran tidak sesuai,Exchange Sent,500000,53,2025-03-13
737,8920,904,272,2025-08-26,Keterlambatan pengiriman,Approved,200000,50,2025-09-02
738,5092,1381,31,2025-12-11,Pesanan salah kirim,Approved,750000,15,2025-12-13
739,1172,455,157,2024-08-12,Tidak sesuai ekspektasi,Approved,1000000,46,2024-08-21
740,5669,1891,538,2025-10-14,Keterlambatan pengiriman,Exchange Sent,200000,71,2025-10-26
741,3373,2387,198,2023-12-20,Diterima dalam kondisi tidak baik,Approved,50000,56,2023-12-21
742,769,1613,71,2024-06-01,Ukuran tidak sesuai,Approved,100000,29,2024-06-05
743,1935,1610,28,2026-01-13,Produk tidak berfungsi,Exchange Sent,500000,58,2026-01-17
744,9149,2145,319,2023-05-25,Tidak sesuai ekspektasi,Pending Review,1000000,74,2023-05-26
745,2106,407,539,2025-10-17,Ukuran tidak sesuai,Rejected,500000,25,2025-10-20
746,165,2295,126,2023-12-12,Tidak sesuai ekspektasi,Approved,400000,9,2023-12-23
747,9830,774,441,2024-09-22,Diterima dalam kondisi tidak baik,Approved,1500000,77,2024-10-01
748,7964,1540,83,2026-05-04,Pesanan salah kirim,Refund Processed,750000,42,2026-05-18
749,8445,2301,127,2026-05-17,Customer tidak jadi beli,Refund Processed,1000000,2,2026-05-21
750,6889,2253,352,2026-08-09,Ukuran tidak sesuai,Refund Processed,500000,2,2026-08-12
751,6549,590,536,2026-08-21,Salah order,Approved,75000,47,2026-08-31
752,8185,1351,255,2026-08-31,Customer tidak jadi beli,Approved,200000,27,2026-09-02
753,1051,2009,7,2026-06-18,Produk tidak berfungsi,Refund Processed,1000000,63,2026-06-28
754,3088,1428,47,2024-11-24,Produk rusak / cacat,Refund Processed,750000,16,2024-11-30
755,3006,273,518,2024-07-28,Keterlambatan pengiriman,Exchange Sent,200000,14,2024-07-31
756,5720,165,13,2026-07-23,Produk tidak berfungsi,Approved,1500000,60,2026-07-25
757,5392,434,230,2023-02-13,Produk rusak / cacat,Rejected,50000,70,2023-02-24
758,8001,1079,347,2025-05-17,Ukuran tidak sesuai,Approved,300000,51,2025-05-23
759,1917,448,375,2023-07-30,Salah order,Approved,100000,61,2023-08-12
760,6487,1959,396,2024-04-11,Keterlambatan pengiriman,Approved,750000,12,2024-04-25
761,5884,2220,254,2024-03-28,Customer tidak jadi beli,Rejected,1500000,73,2024-04-03
762,8351,909,384,2023-11-15,Produk rusak / cacat,Pending Review,1000000,7,2023-11-23
763,6154,27,75,2023-08-19,Tidak sesuai ekspektasi,Refund Processed,750000,30,2023-08-21
764,1680,344,439,2025-05-19,Warna tidak sesuai deskripsi,Approved,100000,74,2025-05-22
765,3211,1215,387,2025-06-14,Warna tidak sesuai deskripsi,Approved,1500000,48,2025-06-23
766,4214,2240,332,2024-01-19,Pesanan salah kirim,Approved,750000,71,2024-01-30
767,1469,2197,225,2025-01-05,Salah order,Pending Review,100000,77,2025-01-14
768,1984,288,201,2023-04-18,Keterlambatan pengiriman,Approved,250000,42,2023-04-21
769,6033,795,221,2026-05-24,Pesanan salah kirim,Rejected,75000,62,2026-05-25
770,3114,2183,374,2024-09-02,Customer tidak jadi beli,Refund Processed,400000,29,2024-09-08
771,1351,1995,217,2023-07-15,Keterlambatan pengiriman,Exchange Sent,75000,76,2023-07-17
772,1072,242,254,2025-08-15,Customer tidak jadi beli,Approved,50000,66,2025-08-29
773,6919,62,297,2023-05-01,Produk tidak berfungsi,Rejected,750000,55,2023-05-02
774,7349,2169,407,2025-07-13,Produk rusak / cacat,Approved,100000,1,2025-07-17
775,7157,1977,200,2025-04-26,Warna tidak sesuai deskripsi,Approved,1000000,30,2025-05-07
776,7330,785,156,2023-06-24,Ukuran tidak sesuai,Approved,250000,42,2023-06-29
777,662,1915,28,2024-12-06,Produk rusak / cacat,Refund Processed,400000,74,2024-12-18
778,6794,1236,102,2023-09-21,Warna tidak sesuai deskripsi,Approved,400000,53,2023-09-30
779,845,2154,437,2023-10-21,Ukuran tidak sesuai,Approved,400000,6,2023-10-26
780,1539,1774,56,2026-07-28,Tidak sesuai ekspektasi,Refund Processed,100000,40,2026-08-04
781,4901,2120,320,2024-11-27,Pesanan salah kirim,Refund Processed,75000,62,2024-11-28
782,8315,1806,430,2024-09-20,Diterima dalam kondisi tidak baik,Approved,150000,58,2024-09-26
783,6433,2227,354,2024-10-08,Pesanan salah kirim,Refund Processed,50000,11,2024-10-21
784,5445,2389,292,2026-08-17,Diterima dalam kondisi tidak baik,Approved,150000,24,2026-08-21
785,5721,1770,297,2023-04-06,Customer tidak jadi beli,Approved,400000,62,2023-04-14
786,1034,1065,207,2025-09-03,Tidak sesuai ekspektasi,Rejected,1000000,42,2025-09-04
787,5458,1180,177,2024-09-26,Salah order,Rejected,50000,62,2024-09-30
788,9924,271,491,2024-01-25,Pesanan salah kirim,Approved,200000,58,2024-01-31
789,3039,664,116,2025-10-26,Ukuran tidak sesuai,Rejected,1000000,68,2025-11-02
790,442,2100,194,2023-09-17,Produk rusak / cacat,Refund Processed,150000,69,2023-09-24
791,7281,993,338,2024-01-05,Salah order,Approved,500000,47,2024-01-10
792,6420,2477,542,2025-08-08,Warna tidak sesuai deskripsi,Refund Processed,500000,68,2025-08-15
793,8194,181,450,2026-08-06,Produk rusak / cacat,Refund Processed,300000,47,2026-08-19
794,5266,781,393,2025-01-07,Pesanan salah kirim,Refund Processed,750000,4,2025-01-20
795,541,411,393,2023-03-14,Pesanan salah kirim,Exchange Sent,500000,23,2023-03-22
796,3353,350,15,2023-06-06,Produk tidak berfungsi,Rejected,75000,6,2023-06-20
797,4703,1153,470,2024-08-27,Ukuran tidak sesuai,Rejected,1000000,35,2024-09-08
798,5179,1917,44,2024-01-13,Customer tidak jadi beli,Rejected,250000,71,2024-01-25
799,4704,2156,300,2025-08-17,Pesanan salah kirim,Rejected,150000,25,2025-08-29
800,5240,238,75,2026-05-26,Diterima dalam kondisi tidak baik,Approved,200000,59,2026-06-03
